ppm,797.5K,798K,798.5K,799K,799.5K,800K,800.5K,801K,801.5K,802K,802.5K
57.65765766,0.136592705,0.136975442,0.136940289,0.13690226,0.136865693,0.136829141,0.136792605,0.136756085,0.13671958,0.136683091,0.136646618
57.80780781,0.140303608,0.140642853,0.140605915,0.140566381,0.14052817,0.140489976,0.1404518,0.14041364,0.140375497,0.140337372,0.140299263
57.95795796,0.144116889,0.144410494,0.144371713,0.144330629,0.144290724,0.144250837,0.144210969,0.144171119,0.144131288,0.144091475,0.14405168
58.10810811,0.148034107,0.14827994,0.148239258,0.148196581,0.148154931,0.148113302,0.148071692,0.148030102,0.147988533,0.147946983,0.147905452
58.25825826,0.152056757,0.152252712,0.152210074,0.152165761,0.152122318,0.152078896,0.152035496,0.151992117,0.151948759,0.151905423,0.151862109
58.40840841,0.156186266,0.156330272,0.156285623,0.156239633,0.156194348,0.156149087,0.156103848,0.156058632,0.15601344,0.15596827,0.155923123
58.55855856,0.160423989,0.160514022,0.160467309,0.160419603,0.16037243,0.160325282,0.160278158,0.160231059,0.160183985,0.160136935,0.16008991
58.70870871,0.16477121,0.164805301,0.164756472,0.164707011,0.164657905,0.164608826,0.164559773,0.164510746,0.164461745,0.164412771,0.164363823
58.85885886,0.169229134,0.169205381,0.169154387,0.169103134,0.169052053,0.169000999,0.168949974,0.168898976,0.168848007,0.168797065,0.168746151
59.00900901,0.17379889,0.173715467,0.173662263,0.173609183,0.173556085,0.173503016,0.173449978,0.173396969,0.173343989,0.173291039,0.173238119
59.15915916,0.178481527,0.178336697,0.178281237,0.178226297,0.178171144,0.178116023,0.178060933,0.178005874,0.177950847,0.177895851,0.177840886
59.30930931,0.183278015,0.183070137,0.18301238,0.182955551,0.182898307,0.182841097,0.18278392,0.182726776,0.182669664,0.182612586,0.182555541
59.45945946,0.188189242,0.187916784,0.187856693,0.187797945,0.187738578,0.187679246,0.187619949,0.187560687,0.187501459,0.187442266,0.187383108
59.60960961,0.193216018,0.192877564,0.192815104,0.192754414,0.192692894,0.19263141,0.192569963,0.192508553,0.192447179,0.192385842,0.19232454
59.75975976,0.198359072,0.197953335,0.197888476,0.197825821,0.197762121,0.197698459,0.197634836,0.197571251,0.197507704,0.197444195,0.197380725
59.90990991,0.203619056,0.203144885,0.203077599,0.203012959,0.202947057,0.202881194,0.202815372,0.202749589,0.202683846,0.202618144,0.202552481
60.06006006,0.208996543,0.208452931,0.208383197,0.208316557,0.208248433,0.20818035,0.208112309,0.208044309,0.207976351,0.207908435,0.20784056
60.21021021,0.214492034,0.213878128,0.213805927,0.213737275,0.213666913,0.213596594,0.213526319,0.213456088,0.213385899,0.213315754,0.213245652
60.36036036,0.220105956,0.219421064,0.219346382,0.219275708,0.219203098,0.219130533,0.219058012,0.218985537,0.218913106,0.21884072,0.218768379
60.51051051,0.225838667,0.225082262,0.225005092,0.224932391,0.224857525,0.224782706,0.224707933,0.224633207,0.224558527,0.224483894,0.224409307
60.66066066,0.231690459,0.230862189,0.230782526,0.230707797,0.230630673,0.230553598,0.23047657,0.23039959,0.230322658,0.230245774,0.230168938
60.81081081,0.23766156,0.236761251,0.236679096,0.236602343,0.236522963,0.236443632,0.236364351,0.23628512,0.236205937,0.236126805,0.236047721
60.96096096,0.243752138,0.242779799,0.242695159,0.242616388,0.242534758,0.24245318,0.242371652,0.242290175,0.242208749,0.242127373,0.242046049
61.11111111,0.249962306,0.248918134,0.248831021,0.248750242,0.248666375,0.248582559,0.248498796,0.248415085,0.248331426,0.248247819,0.248164264
61.26126126,0.256292125,0.255176504,0.255086936,0.255004165,0.254918076,0.25483204,0.254746057,0.254660128,0.254574252,0.254488429,0.254402659
61.41141141,0.262741607,0.261555114,0.261463114,0.261378371,0.261290081,0.261201845,0.261113664,0.261025537,0.260937465,0.260849447,0.260761483
61.56156156,0.269310719,0.268054124,0.26795972,0.267873028,0.267782564,0.267692155,0.267601801,0.267511503,0.26742126,0.267331073,0.267240941
61.71171171,0.275999386,0.274673653,0.274576879,0.274488268,0.27439566,0.274303109,0.274210614,0.274118175,0.274025793,0.273933466,0.273841196
61.86186186,0.282807499,0.281413782,0.281314679,0.281224181,0.281129466,0.281034808,0.280940208,0.280845664,0.280751178,0.280656749,0.280562377
62.01201201,0.289734911,0.288274558,0.288173171,0.288080823,0.287984042,0.287887319,0.287790654,0.287694047,0.287597498,0.287501006,0.287404573
62.16216216,0.296781444,0.295255992,0.295152373,0.295058216,0.294959416,0.294860675,0.294761992,0.294663367,0.294564801,0.294466292,0.294367842
62.31231231,0.303946893,0.302358066,0.302252272,0.302156353,0.302055585,0.301954876,0.301854226,0.301753634,0.301653102,0.301552628,0.301452212
62.46246246,0.311231025,0.30958073,0.309472824,0.309375194,0.309272514,0.309169894,0.309067333,0.308964831,0.308862387,0.308760003,0.308657678
62.61261261,0.318633582,0.316923908,0.316813957,0.316714671,0.316610141,0.316505671,0.31640126,0.316296908,0.316192615,0.316088381,0.315984207
62.76276276,0.326154284,0.324387494,0.324275572,0.324174688,0.324068375,0.323962121,0.323855925,0.32374979,0.323643713,0.323537696,0.323431737
62.91291291,0.333792825,0.331971353,0.33185754,0.331755123,0.331647096,0.331539129,0.331431221,0.331323372,0.331215582,0.331107851,0.331000179
63.06306306,0.34154888,0.339675325,0.339559704,0.339455821,0.339346158,0.339236553,0.339127007,0.339017521,0.338908093,0.338798724,0.338689413
63.21321321,0.349422099,0.347499218,0.34738188,0.347276602,0.347165382,0.347054221,0.346943118,0.346832074,0.346721088,0.34661016,0.346499291
63.36336336,0.357412107,0.355442811,0.355323849,0.355217254,0.355104563,0.354991929,0.354879354,0.354766837,0.354654377,0.354541975,0.354429631
63.51351351,0.365518504,0.363505849,0.363385364,0.363277531,0.363163458,0.363049442,0.362935484,0.362821582,0.362707738,0.362593951,0.362480221
63.66366366,0.373740862,0.371688043,0.371566139,0.371457152,0.371341791,0.371226486,0.371111238,0.370996046,0.370880911,0.370765832,0.37065081
63.81381381,0.382078719,0.379989064,0.37986585,0.379755796,0.379639245,0.37952275,0.37940631,0.379289926,0.379173597,0.379057324,0.378941106
63.96396396,0.39053158,0.388408538,0.388284128,0.388173099,0.388055461,0.387937877,0.387820347,0.387702872,0.387585452,0.387468086,0.387350774
64.11411411,0.399098908,0.396946046,0.396820556,0.396708648,0.396590028,0.396471462,0.396352949,0.396234489,0.396116083,0.395997729,0.395879429
64.26426426,0.407780118,0.405601111,0.405474665,0.405361975,0.405242484,0.405123046,0.405003659,0.404884324,0.404765041,0.40464581,0.40452663
64.41441441,0.416574576,0.414373198,0.414245922,0.414132551,0.414012304,0.413892106,0.41377196,0.413651863,0.413531817,0.413411821,0.413291875
64.56456456,0.425481584,0.423261702,0.423133726,0.423019781,0.422898893,0.422778054,0.422657264,0.422536523,0.422415831,0.422295187,0.422174592
64.71471471,0.434500381,0.432265943,0.4321374,0.432022988,0.431901582,0.431780222,0.43165891,0.431537645,0.431416427,0.431295255,0.431174131
64.86486486,0.443630126,0.441385154,0.441256182,0.441141415,0.441019614,0.440897858,0.440776147,0.440654481,0.44053286,0.440411285,0.440289755
65.01501502,0.452869893,0.450618475,0.450489214,0.450374206,0.450252136,0.450130111,0.450008128,0.449886189,0.449764293,0.44964244,0.449520631
65.16516517,0.462218657,0.459964937,0.459835531,0.459720398,0.459598191,0.459476026,0.459353901,0.459231818,0.459109776,0.458987776,0.458865817
65.31531532,0.471675287,0.469423455,0.469294051,0.469178913,0.469056701,0.468934528,0.468812395,0.468690301,0.468568246,0.46844623,0.468324253
65.46546547,0.48123853,0.478992815,0.478863562,0.47874854,0.478626459,0.478504414,0.478382406,0.478260436,0.478138503,0.478016606,0.477894747
65.61561562,0.490907,0.488671657,0.488542706,0.488427925,0.488306111,0.488184333,0.488062589,0.487940879,0.487819205,0.487697566,0.487575961
65.76576577,0.500679163,0.498458465,0.49832997,0.498215556,0.49809415,0.497972776,0.497851436,0.497730127,0.497608852,0.497487609,0.497366398
65.91591592,0.510553321,0.508351549,0.508223666,0.508109746,0.50798889,0.507868063,0.507747268,0.507626502,0.507505766,0.507385061,0.507264386
66.06606607,0.5205276,0.518349031,0.518221918,0.518108621,0.517988458,0.517868322,0.517748215,0.517628135,0.517508083,0.517388059,0.517268063
66.21621622,0.53059993,0.528448827,0.528322642,0.5282101,0.528090775,0.527971475,0.5278522,0.527732951,0.527613727,0.527494529,0.527375356
66.36636637,0.540768027,0.53864863,0.538523533,0.538411878,0.538293537,0.538175218,0.538056923,0.53793865,0.5378204,0.537702173,0.53758397
66.51651652,0.551029379,0.54894589,0.548822041,0.548711408,0.548594197,0.548477007,0.548359837,0.548242688,0.548125559,0.548008451,0.547891363
66.66666667,0.561381225,0.559337797,0.559215358,0.559105879,0.558989947,0.558874033,0.558758137,0.558642258,0.558526398,0.558410556,0.558294732
66.81681682,0.571820534,0.56982126,0.569700392,0.569592202,0.569477696,0.569363205,0.56924873,0.569134271,0.569019827,0.568905399,0.568790986
66.96696697,0.582343986,0.580392883,0.580273747,0.580166981,0.580054049,0.57994113,0.579828224,0.579715332,0.579602452,0.579489585,0.579376732
67.11711712,0.59294795,0.59104895,0.590931706,0.590826498,0.590715288,0.590604088,0.590492899,0.59038172,0.590270552,0.590159394,0.590048248
67.26726727,0.603628465,0.601785396,0.601670204,0.601566688,0.601457345,0.601348011,0.601238685,0.601129367,0.601020057,0.600910756,0.600801463
67.41741742,0.614381214,0.61259779,0.612484806,0.612383115,0.612275786,0.612168463,0.612061145,0.611953834,0.611846528,0.611739228,0.611631933
67.56756757,0.625201505,0.623481305,0.623370684,0.623270951,0.623165779,0.623060611,0.622955446,0.622850284,0.622745126,0.622639971,0.62253482
67.71771772,0.636084243,0.6344307,0.634322596,0.634224951,0.634122077,0.634019205,0.633916334,0.633813464,0.633710595,0.633607728,0.633504861
67.86786787,0.647023911,0.645440294,0.645334857,0.645239427,0.645138991,0.645038554,0.644938116,0.644837677,0.644737237,0.644636796,0.644536353
68.01801802,0.658014546,0.656503941,0.656401315,0.656308226,0.656210364,0.656112498,0.656014629,0.655916757,0.655818881,0.655721002,0.65562312
68.16816817,0.66904971,0.667615005,0.667515332,0.667424706,0.667329549,0.667234386,0.667139218,0.667044045,0.666948866,0.666853682,0.666758493
68.31831832,0.680122473,0.678766334,0.67866975,0.678581707,0.678489382,0.67839705,0.678304711,0.678212364,0.678120011,0.67802765,0.677935282
68.46846847,0.691225381,0.689950239,0.689856875,0.689771529,0.68968216,0.689592781,0.689503393,0.689413997,0.689324591,0.689235176,0.689145752
68.61861862,0.702350441,0.701158468,0.701068447,0.700985908,0.700899611,0.700813303,0.700726985,0.700640655,0.700554314,0.700467963,0.7003816
68.76876877,0.713489088,0.712382182,0.71229562,0.712215992,0.712132878,0.712049752,0.711966613,0.711883461,0.711800297,0.71171712,0.71163393
68.91891892,0.724632172,0.723611928,0.723528935,0.723452316,0.723372489,0.723292648,0.723212792,0.723132922,0.723053038,0.72297314,0.722893228
69.06906907,0.735769927,0.734837626,0.734758301,0.734684783,0.734608338,0.734531877,0.734455401,0.734378909,0.734302402,0.734225879,0.734149341
69.21921922,0.746891956,0.746048537,0.74597297,0.745902637,0.745829662,0.745756669,0.74568366,0.745610634,0.745537591,0.745464531,0.745391454
69.36936937,0.757987207,0.757233253,0.757161524,0.757094451,0.757025023,0.756955576,0.756886112,0.756816629,0.756747129,0.756677611,0.756608074
69.51951952,0.769043958,0.768379673,0.768311848,0.768248103,0.768182289,0.768116457,0.768050605,0.767984734,0.767918845,0.767852936,0.767787008
69.66966967,0.780049798,0.779474987,0.779411124,0.779350763,0.779288621,0.779226459,0.779164277,0.779102075,0.779039853,0.778977612,0.77891535
69.81981982,0.790991616,0.79050567,0.790445811,0.790388881,0.790330455,0.790272008,0.790213541,0.790155053,0.790096545,0.790038016,0.789979466
69.96996997,0.801855584,0.801457464,0.801401637,0.801348173,0.801293496,0.801238797,0.801184077,0.801129336,0.801074574,0.80101979,0.800964986
70.12012012,0.812627156,0.812315375,0.812263594,0.81221362,0.81216271,0.812111778,0.812060825,0.81200985,0.811958853,0.811907835,0.811856795
70.27027027,0.823291057,0.823063672,0.823015935,0.822969463,0.822922325,0.822875165,0.822827983,0.822780779,0.822733553,0.822686306,0.822639036
70.42042042,0.833831285,0.833685888,0.833642176,0.833599202,0.833555827,0.833512429,0.833469009,0.833425567,0.833382102,0.833338616,0.833295108
70.57057057,0.844231119,0.844164824,0.844125103,0.844085613,0.844045974,0.844006312,0.843966629,0.843926923,0.843887196,0.843847447,0.843807675
70.72072072,0.854473121,0.854482572,0.854446788,0.85441075,0.854374806,0.85433884,0.854302852,0.854266842,0.854230811,0.854194757,0.854158682
70.87087087,0.864539161,0.864620524,0.864588607,0.864555975,0.864523669,0.86449134,0.86445899,0.864426618,0.864394225,0.86436181,0.864329373
71.02102102,0.874410434,0.874559407,0.874531269,0.874501982,0.874473237,0.874444471,0.874415684,0.874386876,0.874358046,0.874329195,0.874300323
71.17117117,0.884067491,0.884279318,0.884254848,0.88422883,0.884203556,0.88417826,0.884152944,0.884127607,0.88410225,0.884076871,0.884051473
71.32132132,0.893490282,0.893759762,0.893738835,0.893715993,0.893694079,0.893672144,0.89365019,0.893628215,0.89360622,0.893584206,0.893562171
71.47147147,0.902658202,0.902979714,0.902962185,0.90294241,0.902923728,0.902905027,0.902886307,0.902867568,0.90284881,0.902830032,0.902811235
71.62162162,0.911550146,0.911917678,0.911903381,0.911886548,0.911870955,0.911855343,0.911839714,0.911824065,0.911808399,0.911792714,0.911777011
71.77177177,0.920144584,0.920551761,0.920540513,0.92052648,0.920513814,0.92050113,0.920488429,0.920475711,0.920462975,0.920450222,0.920437451
71.92192192,0.928419634,0.928859757,0.928851359,0.92883997,0.928830052,0.928820117,0.928810166,0.928800199,0.928790216,0.928780216,0.928770199
72.07207207,0.936353156,0.936819249,0.936813482,0.936804565,0.9367972,0.93678982,0.936782424,0.936775014,0.936767588,0.936760147,0.936752691
72.22222222,0.943922855,0.944407708,0.944404339,0.944397706,0.944392684,0.944387648,0.944382598,0.944377534,0.944372456,0.944367364,0.944362257
72.37237237,0.951106393,0.951602618,0.951601398,0.951596848,0.951593944,0.951591028,0.951588098,0.951585155,0.9515822,0.951579232,0.951576251
72.52252252,0.957881515,0.958381602,0.958382268,0.958379588,0.958378564,0.958377527,0.95837648,0.95837542,0.95837435,0.958373267,0.958372173
72.67267267,0.964226186,0.964722565,0.96472484,0.964723804,0.964724408,0.964725001,0.964725585,0.964726158,0.96472672,0.964727273,0.964727815
72.82282282,0.970118736,0.970603837,0.970607436,0.970607805,0.970609776,0.970611737,0.97061369,0.970615633,0.970617567,0.970619493,0.970621409
72.97297297,0.97553802,0.976004335,0.976008962,0.97601049,0.976013556,0.976016614,0.976019664,0.976022707,0.976025741,0.976028768,0.976031787
73.12312312,0.980463574,0.980903727,0.980909079,0.980911511,0.980915392,0.980919267,0.980923136,0.980926998,0.980930853,0.980934702,0.980938544
73.27327327,0.984875791,0.985282597,0.985288365,0.985291437,0.985295849,0.985300256,0.985304657,0.985309053,0.985313443,0.985317828,0.985322207
73.42342342,0.988756092,0.989122616,0.989128487,0.989131934,0.989136586,0.989141235,0.989145878,0.989150518,0.989155153,0.989159784,0.98916441
73.57357357,0.992087098,0.992406717,0.992412379,0.992415928,0.992420529,0.992425126,0.99242972,0.99243431,0.992438898,0.992443482,0.992448062
73.72372372,0.994852807,0.99511926,0.995124399,0.995127779,0.995132035,0.995136288,0.995140539,0.995144787,0.995149033,0.995153277,0.995157518
73.87387387,0.99703876,0.997246199,0.997250505,0.997253443,0.997257062,0.997260679,0.997264295,0.997267909,0.997271522,0.997275133,0.997278742
74.02402402,0.998632206,0.998775236,0.998778403,0.998780627,0.998783321,0.998786014,0.998788706,0.998791397,0.998794087,0.998796776,0.998799464
74.17417417,0.999622251,0.999695963,0.999697692,0.999698935,0.999700421,0.999701906,0.99970339,0.999704874,0.999706358,0.999707841,0.999709324
74.32432432,1,1,1,1,1,1,1,1,1,1,1
74.47447447,0.999758675,0.999681101,0.999679092,0.999677593,0.999675839,0.999674086,0.999672333,0.99967058,0.999668828,0.999667076,0.999665324
74.62462462,0.998893722,0.998735254,0.998730967,0.998727722,0.998723957,0.998720192,0.998716428,0.998712664,0.9987089,0.998705137,0.998701375
74.77477477,0.997402889,0.997160752,0.997153933,0.997148704,0.997142681,0.997136658,0.997130636,0.997124613,0.997118592,0.99711257,0.99710655
74.92492492,0.995286288,0.994958246,0.994948654,0.994941215,0.9949327,0.994924185,0.99491567,0.994907156,0.994898642,0.994890128,0.994881615
75.07507508,0.992546425,0.992130766,0.992118176,0.992108313,0.992097086,0.99208586,0.992074633,0.992063406,0.99205218,0.992040953,0.992029726
75.22522523,0.989188205,0.988683722,0.988667927,0.988655438,0.988641296,0.988627153,0.98861301,0.988598866,0.988584722,0.988570577,0.988556432
75.37537538,0.985218916,0.984624881,0.984605689,0.984590389,0.984573142,0.984555894,0.984538645,0.984521395,0.984504144,0.984486892,0.984469639
75.52552553,0.980648177,0.979964307,0.979941546,0.979923264,0.97990274,0.979882214,0.979861687,0.979841159,0.979820628,0.979800097,0.979779563
75.67567568,0.975487867,0.974714293,0.974687808,0.974666388,0.974642432,0.974618474,0.974594514,0.974570551,0.974546586,0.974522619,0.97449865
75.82582583,0.969752023,0.96888925,0.968858907,0.968834208,0.968806683,0.968779155,0.968751624,0.968724089,0.968696552,0.968669011,0.968641468
75.97597598,0.963456725,0.962505592,0.962471273,0.962443174,0.962411959,0.96238074,0.962349518,0.962318292,0.962287061,0.962255827,0.962224589
76.12612613,0.956619948,0.955581587,0.955543194,0.955511589,0.955476582,0.95544157,0.955406554,0.955371533,0.955336508,0.955301477,0.955266442
76.27627628,0.9492614,0.948137203,0.948094656,0.948059453,0.94802057,0.947981681,0.947942786,0.947903886,0.94786498,0.947826069,0.947787151
76.42642643,0.941402355,0.940193927,0.940147163,0.940108291,0.940065464,0.94002263,0.939979789,0.939936942,0.939894088,0.939851228,0.939808361
76.57657658,0.933065456,0.931774584,0.93172356,0.931680962,0.93163414,0.93158731,0.931540473,0.931493629,0.931446777,0.931399918,0.931353052
76.72672673,0.924274525,0.922903145,0.922847834,0.922801469,0.922750618,0.922699759,0.922648892,0.922598017,0.922547133,0.922496242,0.922445342
76.87687688,0.915054361,0.913604528,0.913544918,0.913494761,0.913439864,0.913384958,0.913330044,0.91327512,0.913220187,0.913165246,0.913110296
77.02702703,0.905430535,0.903904397,0.903840494,0.903786536,0.903727591,0.903668636,0.903609671,0.903550698,0.903491714,0.903432721,0.903373718
77.17717718,0.895429194,0.893828971,0.893760794,0.89370304,0.893640059,0.893577068,0.893514067,0.893451056,0.893388035,0.893325003,0.893261962
77.32732733,0.885076859,0.883404823,0.883332408,0.883270877,0.883203888,0.883136888,0.883069877,0.883002856,0.882935825,0.882868783,0.88280173
77.47747748,0.87440024,0.872658705,0.8725821,0.872516824,0.872445867,0.872374899,0.87230392,0.87223293,0.87216193,0.872090918,0.872019896
77.62762763,0.863426054,0.861617361,0.861536627,0.861467652,0.86139278,0.861317898,0.861243004,0.8611681,0.861093184,0.861018258,0.860943321
77.77777778,0.852180855,0.850307371,0.850222581,0.850149964,0.850071244,0.849992513,0.84991377,0.849835017,0.849756253,0.849677478,0.849598692
77.92792793,0.840690881,0.838754992,0.838666231,0.83859004,0.838507549,0.838425046,0.838342532,0.838260007,0.838177472,0.838094926,0.838012369
78.07807808,0.828981912,0.826986022,0.826893386,0.826813701,0.826727525,0.826641338,0.826555141,0.826468933,0.826382715,0.826296486,0.826210247
78.22822823,0.817079142,0.815025677,0.81492927,0.814846181,0.814756418,0.814666644,0.814576861,0.814487068,0.814397265,0.814307452,0.814217629
78.37837838,0.805007071,0.802898479,0.802798417,0.80271202,0.802618777,0.802525524,0.802432262,0.80233899,0.80224571,0.80215242,0.802059121
78.52852853,0.792789405,0.790628165,0.79052457,0.790434972,0.790338363,0.790241746,0.79014512,0.790048485,0.789951843,0.789855192,0.789758532
78.67867868,0.780448981,0.778237604,0.778130607,0.778037922,0.77793807,0.77783821,0.777738343,0.777638469,0.777538588,0.777438699,0.777338803
78.82882883,0.768007698,0.765748737,0.765638475,0.765542824,0.765439858,0.765336886,0.765233908,0.765130924,0.765027934,0.764924937,0.764821935
78.97897898,0.755486468,0.753182521,0.75306914,0.752970648,0.752864705,0.752758756,0.752652803,0.752546845,0.752440883,0.752334916,0.752228944
79.12912913,0.742905179,0.740558899,0.740442547,0.740341348,0.740232568,0.740123784,0.740014998,0.739906208,0.739797415,0.739688619,0.73957982
79.27927928,0.730282669,0.727896767,0.727777599,0.72767383,0.727562359,0.727450887,0.727339413,0.727227938,0.727116462,0.727004984,0.726893505
79.42942943,0.717636716,0.715213964,0.71509214,0.714985942,0.714871931,0.714757921,0.714643912,0.714529902,0.714415894,0.714301886,0.714187878
79.57957958,0.704984029,0.702527271,0.702402955,0.702294472,0.702178076,0.702061682,0.701945291,0.701828902,0.701712516,0.701596132,0.701479751
79.72972973,0.692340263,0.689852411,0.689725769,0.689615149,0.689496525,0.689377905,0.68925929,0.68914068,0.689022074,0.688903473,0.688784876
79.87987988,0.679720027,0.677204067,0.677075269,0.676962662,0.67684197,0.676721284,0.676600606,0.676479934,0.676359269,0.676238611,0.67611796
80.03003003,0.667136909,0.664595901,0.664465119,0.664350677,0.664228079,0.66410549,0.66398291,0.663860339,0.663737777,0.663615225,0.663492682
80.18018018,0.654603504,0.652040581,0.651907988,0.651791865,0.651667524,0.651543195,0.651418878,0.651294572,0.651170278,0.651045995,0.650921725
80.33033033,0.642131444,0.639549812,0.639415584,0.639297933,0.639172015,0.639046111,0.638920221,0.638794345,0.638668483,0.638542635,0.638416802
80.48048048,0.629731439,0.627134372,0.626998685,0.626879662,0.626752331,0.626625017,0.62649772,0.626370439,0.626243175,0.626115928,0.625988698
80.63063063,0.617413313,0.614804153,0.614667183,0.614546941,0.614418364,0.614289806,0.614161267,0.614032747,0.613904247,0.613775766,0.613647304
80.78078078,0.60518605,0.602568198,0.602430122,0.602308815,0.602179157,0.60204952,0.601919904,0.601790311,0.601660739,0.60153119,0.601401662
80.93093093,0.593057833,0.590434747,0.590295739,0.590173523,0.590042947,0.589912395,0.589781868,0.589651366,0.589520888,0.589390435,0.589260006
81.08108108,0.581036094,0.57841128,0.578271516,0.57814854,0.578017211,0.577885909,0.577754634,0.577623386,0.577492165,0.577360971,0.577229805
81.23123123,0.569127556,0.56650456,0.566364213,0.56624063,0.56610871,0.565976819,0.565844958,0.565713126,0.565581324,0.565449552,0.56531781
81.38138138,0.557338279,0.554720681,0.554579923,0.554455881,0.55432353,0.554191211,0.554058924,0.553926669,0.553794447,0.553662257,0.553530099
81.53153153,0.545673703,0.543065106,0.542924109,0.542799754,0.54266713,0.542534541,0.542401987,0.542269467,0.542136982,0.542004532,0.541872117
81.68168168,0.534138696,0.531542718,0.531401647,0.531277125,0.531144385,0.531011681,0.530879015,0.530746386,0.530613795,0.53048124,0.530348723
81.83183183,0.522737589,0.520157853,0.520016874,0.519892326,0.519759622,0.519626958,0.519494333,0.519361748,0.519229203,0.519096697,0.518964231
81.98198198,0.511474223,0.508914347,0.508773622,0.508649187,0.50851667,0.508384195,0.508251762,0.508119371,0.507987022,0.507854715,0.50772245
82.13213213,0.500351988,0.497815572,0.49767526,0.497551074,0.497418891,0.497286752,0.497154658,0.497022607,0.496890601,0.496758639,0.496626721
82.28228228,0.489373855,0.486864474,0.48672473,0.486600925,0.48646922,0.486337561,0.486205948,0.486074382,0.485942862,0.485811388,0.485679961
82.43243243,0.478542417,0.476063609,0.475924584,0.475801289,0.475670201,0.475539162,0.475408171,0.475277228,0.475146334,0.475015488,0.474884691
82.58258258,0.467859922,0.465415174,0.465277016,0.465154355,0.465024021,0.464893738,0.464763504,0.464633321,0.464503188,0.464373105,0.464243072
82.73273273,0.457328299,0.45492104,0.454783892,0.454661988,0.454532539,0.454403143,0.454273798,0.454144506,0.454015265,0.453886077,0.45375694
82.88288288,0.446949195,0.444582784,0.444446784,0.444325752,0.444197317,0.444068935,0.443940607,0.443812333,0.443684112,0.443555945,0.443427831
83.03303303,0.436723997,0.43440171,0.434266992,0.434146946,0.434019647,0.433892403,0.433765214,0.43363808,0.433511001,0.433383978,0.433257009
83.18318318,0.426653857,0.42437888,0.424245573,0.424126621,0.424000577,0.423874588,0.423748657,0.423622781,0.423496962,0.4233712,0.423245494
83.33333333,0.41673972,0.414515136,0.414383362,0.414265609,0.414140932,0.414016313,0.413891752,0.413767248,0.413642802,0.413518414,0.413394083
83.48348348,0.406982338,0.404811118,0.404680996,0.404564541,0.404441341,0.404318199,0.404195117,0.404072092,0.403949127,0.40382622,0.403703372
83.63363363,0.397382297,0.395267289,0.395138932,0.395023869,0.394902249,0.394780688,0.394659187,0.394537745,0.394416363,0.394295041,0.394173777
83.78378378,0.387940027,0.385883949,0.385757464,0.385643883,0.38552394,0.385404058,0.385284236,0.385164475,0.385044774,0.384925132,0.384805552
83.93393393,0.378655822,0.376661251,0.376536739,0.376424724,0.376306553,0.376188442,0.376070392,0.375952403,0.375834474,0.375716607,0.3755988
84.08408408,0.369529854,0.367599218,0.367476773,0.367366406,0.367250092,0.367133839,0.367017648,0.366901518,0.366785449,0.366669441,0.366553495
84.23423423,0.360562182,0.358697752,0.358577464,0.358468818,0.358354444,0.358240131,0.35812588,0.35801169,0.357897561,0.357783494,0.357669489
84.38438438,0.351752765,0.349956648,0.3498386,0.349731745,0.349619386,0.349507089,0.349394853,0.349282679,0.349170567,0.349058516,0.348946526
84.53453453,0.34310147,0.341375603,0.341259871,0.341154872,0.341044599,0.340934387,0.340824237,0.340714149,0.340604122,0.340494156,0.340384252
84.68468468,0.33460808,0.332954223,0.332840878,0.332737794,0.332629671,0.332521609,0.332413609,0.33230567,0.332197793,0.332089976,0.331982221
84.83483483,0.326272302,0.324692033,0.324581138,0.324480023,0.324374109,0.324268256,0.324162465,0.324056734,0.323951063,0.323845454,0.323739905
84.98498498,0.31809377,0.316588481,0.316480093,0.316380996,0.316277344,0.316173752,0.316070221,0.315966751,0.31586334,0.31575999,0.315656701
85.13513514,0.310072049,0.308642941,0.308537112,0.308440076,0.308338733,0.30823745,0.308136227,0.308035063,0.307933959,0.307832915,0.30773193
85.28528529,0.302206641,0.300854723,0.300751497,0.300656561,0.300557568,0.300458635,0.30035976,0.300260944,0.300162187,0.300063489,0.29996485
85.43543544,0.294496986,0.29322307,0.293122485,0.293029682,0.292933075,0.292836527,0.292740036,0.292643603,0.292547228,0.292450911,0.292354652
85.58558559,0.28694246,0.285747165,0.285649252,0.285558611,0.285464419,0.285370285,0.285276208,0.285182187,0.285088223,0.284994317,0.284900467
85.73573574,0.279542383,0.278426128,0.278330913,0.278242456,0.278150705,0.278059009,0.277967368,0.277875784,0.277784255,0.277692782,0.277601365
85.88588589,0.272296012,0.271259022,0.271166525,0.271080271,0.270990977,0.270901738,0.270812553,0.270723423,0.270634347,0.270545325,0.270456358
86.03603604,0.265202545,0.264244852,0.264155085,0.264071046,0.263984224,0.263897454,0.263810737,0.263724074,0.263637464,0.263550906,0.263464402
86.18618619,0.258261119,0.257382562,0.257295533,0.257213718,0.257129374,0.257045081,0.256960841,0.256876651,0.256792514,0.256708428,0.256624394
86.33633634,0.251470809,0.250671041,0.25058675,0.250507163,0.2504253,0.250343487,0.250261724,0.250180011,0.250098348,0.250016735,0.249935173
86.48648649,0.244830628,0.244109116,0.244027559,0.2439502,0.243870814,0.243791478,0.24371219,0.24363295,0.243553759,0.243474617,0.243395522
86.63663664,0.238339523,0.237695558,0.237616724,0.237541587,0.237464672,0.237387804,0.237310983,0.237234209,0.237157482,0.237080802,0.237004168
